name,summary,home_page,layer,dependent_number,dependency
babblebox,An Ai Driven ChatBot,https://github.com/MrSMechatronics/ChatBox,2,,tensorflow
backwardcompatibilityml,Project for open sourcing research efforts on Backward Compatibility in Machine Learning,https://github.com/microsoft/BackwardCompatibilityML,2,,tensorflow
bam-intp,Benchmarking attribution methods.,https://github.com/google-research-datasets/bam,2,,tensorflow
band,BERT Application,https://github.com/sunyancn/band,2,,tensorflow
banded-matrices,Native (C++) implementation of Banded Matrices for TensorFlow,https://github.com/secondmind-labs/banded_matrices,2,1.0,tensorflow
barbell2,Collection of Python libraries and tools,https://github.com/rbrecheisen/barbell2,2,3.0,tensorflow
bark-ml,Gym Environments and Agents for Autonomous Driving,https://github.com/bark-simulator/bark-ml,2,,tensorflow
barrage,A supervised deep learning tool.,https://github.com/briannemsick/barrage/,2,,tensorflow
basaka,Berserker - BERt chineSE woRd toKenizER,,2,,tensorflow
baselines,OpenAI baselines: high quality implementations of reinforcement learning algorithms,https://github.com/openai/baselines,2,1.0,tensorflow
baseten,,,2,,tensorflow
batchglm,Fast and scalable fitting of over-determined generalized-linear models (GLMs),,2,1.0,tensorflow
bavard,A library and CLI for NLP tasks,https://github.com/bavard-ai/bavard,2,,tensorflow
bavard-ml-common,Machine learning model utilities,https://github.com/bavard-ai/bavard-ml-common,2,2.0,tensorflow
bavard-nlu,A library and CLI for NLP tasks,https://github.com/bavard-ai/bavard-nlu,2,,tensorflow
bayes-vi,A package for bayesian inference,https://github.com/MaxGrtz/bayesian-inference,2,,tensorflow
bb-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow
beacon-trellis,Trellis is a deep hedging and deep pricing framework for quantitative finance,https://github.com/Beacon-Platform/trellis,2,,tensorflow
bear-model,Python package implementing the BEAR generative sequence model.,https://github.com/ala243/BEAR,2,,tensorflow
beefly,Dynamic visualization training service in Jupyter Notebook for Keras tf.keras and others.,https://github.com/Hourout/beefly,2,,tensorflow
beir,A Heterogeneous Benchmark for Information Retrieval,https://github.com/UKPLab/beir,2,,tensorflow
bella-tdsa,Target Dependent Sentiment Analysis (TDSA) framework.,https://github.com/apmoore1/Bella,2,,tensorflow
bellman,A Toolbox for Model-Based Reinforcement Learning in TensorFlow,https://bellman-dev,2,,tensorflow
benderthon,Set of utilities to work easier with Bender.,https://github.com/xmartlabs/benderthon,2,,tensorflow
benlib,Utilities for BigEarthNet,http://bigearth.net/,2,,tensorflow
bert-experimental,Utilities for finetuning BERT-like models,https://github.com/gaphex/bert_experimental,2,,tensorflow
bert-for-tf2,A TensorFlow 2.0 Keras implementation of BERT.,https://github.com/kpe/bert-for-tf2/,2,9.0,tensorflow
bert-multitask-learning,BERT for Multi-task Learning,https://github.com/JayYip/bert-multitask-learning,2,,tensorflow
bert-qa,Question-Answering system using state-of-the-art pre-trained language models.,https://github.com/artitw/BERT_QA,2,,tensorflow
bert2tf,"('A framework for user easy to load pre trained models with tensorflow keras, like bert gpt2 etc',)",https://github.com/xiongma/bert2tf,2,,tensorflow
bertnlp,BERT toolkit is a Python package that performs various NLP tasks using Bidirectional Encoder Representations from Transformers (BERT) related models.,,2,,tensorflow
bestOf,A module that uses machine learning to chose the best image in groups,https://github.com/apangasa/bestof,2,,tensorflow
besuto,library that made for besuto and made by besuto,https://github.com/Besutodesuka/besuto,2,,tensorflow
betbot,A betting bot for bundesliga-tippspiel,https://gitlab.namibsun.net/namboy94/betbot,2,,tensorflow
betsi-ml,Behaviour Extraction for Time-Series Investigation,https://gitlab.com/deepchaos/betsi,2,1.0,tensorflow
beyondpapers,Collection Machine Learning algorithm beyond papers,https://github.com/ai-beyondpapers/beyondpapers,2,,tensorflow
bicleaner-ai,"Parallel corpus classifier, indicating the likelihood of a pair of sentences being mutual translations or not (neural version)",https://github.com/bitextor/bicleaner-ai,2,,tensorflow
big-fiubrother-classification,Big Fiubrother Face Classification application,https://github.com/BigFiuBrother/big-fiubrother-classification,2,,tensorflow
big-phoney,Get phonetic spellings and syllable counts for any english word. Works with made up and non-dictionary words.,https://github.com/repp/big-phoney,2,,tensorflow
bigbert,A deep learning model for the automatic classification of online educational materials.,https://github.com/BSU-CAST/BiGBERT,2,,tensorflow
biggan,BigGAN in idiomatic Keras,,2,,tensorflow
bilm,Tensorflow implementation of contextualized word representations from bi-directional language models,http://github.com/allenai/bilm-tf,2,,tensorflow
bim,Benchmark interpretability methods.,https://github.com/google-research-datasets/bim,2,,tensorflow
binarypipe,"Import binary data such as images, audio in ready to feed format for ML models with just one line of code",https://github.com/shivampip/BinaryPipe,2,,tensorflow
biobb-ml,Biobb_ml is the Biobb module collection to perform machine learning predictions.,https://github.com/bioexcel/biobb_ml,2,,tensorflow
biobeaker,Coming soon,https://github.com/jguhlin/beaker,2,,tensorflow
birt-gd,BIRTGD is an implementation of Beta3-irt using gradient descent.,https://github.com/Manuelfjr/birt-gd,2,,tensorflow
blackbox-mpc,BlackBox MPC - Model Predictive Control withsampling based optimizers,https://github.com/ossamaAhmed/blackbox_mpc,2,,tensorflow
blackfox-extras,BlackFox Extras,https://github.com/vodena/BlackFoxPythonExtras,2,,tensorflow
blml1,blml1,https://github.com/kshramt/blml1,2,,tensorflow
bluesky-cartpole,Train a cartpole agent with bluesky and ophyd!,https://github.com/bluesky/bluesky-cartpole,2,,tensorflow
blusky,Scattering Transform Library,,2,,tensorflow
bmlx-metadata,A library for maintaining metadata for artifacts.,https://github.com/google/ml-metadata,2,,tensorflow
bmstu-ovchinnikov-capsnet,В данной библиотеке находятся вспомогательные классы и функции для реализации и использованияразличных архитектур капсульных сетей,,2,,tensorflow
bnltk,BNLTK(Bangla Natural Language Processing Toolkit) is open-source python package for Bengali Natural Language Processing.,https://github.com/ashwoolford/bnltk,2,,tensorflow
boml,A Bilevel Optimizer Library in Python for Meta Learning,https://github.com/dut-media-lab/BOML,2,,tensorflow
botnoi,BOTNOI,https://github.com/winn/botnoi,2,,tensorflow
bounded-prescience,Shielding Atari Games with Bounded Prescience,https://github.com/HjalmarWijk/bounded-prescience,2,,tensorflow
boxsers,"Python package that provides a full range of functionality to process and analyze vibrational spectra (Raman, SERS, FTIR, etc.).",https://github.com/ALebrun-108/BoxSERS,2,,tensorflow
bpmll,BP-MLL loss function for tensorflow,https://github.com/vanHavel/bp-mll-tensorflow,2,,tensorflow
bpnet-lite,"bpnet-lite is a minimal implementation of BPNet, a neural network aimed at interpreting regulatory activity of the genome.",https://github.com/jmschrei/bpnet-lite,2,,tensorflow
brainlit,Code to process and analyze brainlit data,https://github.com/neurodata/brainlit,2,,tensorflow
bs-ds,A collection of tools from bootcamp.,https://github.com/jirvingphd/bs_ds,2,,tensorflow
bubs,Keras Implementation of Flair's Contextualized Embeddings,https://github.com/kensho-technologies/bubs,2,,tensorflow
bullseye_method,Implemented tensorflow version of the Bullseye method for prior approximation.,https://github.com/Whenti/bullseye,2,,tensorflow
bunnieddpg,,,2,,tensorflow
buzz,Sophisticated corpus linguistics,http://github.com/interrogator/buzz,2,1.0,tensorflow
bwmd,Fast text similarity with binary encoded word embeddings.,https://github.com/christianj6/binarized-word-movers-distance.git,2,,tensorflow
c3-toolset,"Toolset for control, calibration and characterization of physical systems",http://www.q-optimize.org,2,,tensorflow
c3-toolset-nightly,"Toolset for control, calibration and characterization of physical systems",http://www.q-optimize.org,2,,tensorflow
c4v-py,Code for Venezuela python library.,https://www.codeforvenezuela.org/,2,,tensorflow
cadl,Creative Applications of Deep Learning with TensorFlow,https://github.com/pkmital/pycadl,2,,tensorflow
caer,"A Computer Vision library in Python with powerful image processing operations, including support for Deep Learning models built using the Keras framework",https://github.com/jasmcaus/caer,2,1.0,tensorflow
caer-models,A Python library including support for Deep Learning models built using the Keras framework.,https://github.com/jasmcaus/caer-models,2,,tensorflow
caery,"A Computer Vision library in Python with powerful image processing operations, including support for Deep Learning models built using the Keras framework",https://github.com/jasmcaus/caer,2,,tensorflow
caispp,High level ML library used in CAIS++ Curriculum,https://github.com/zanedurante/caispp,2,,tensorflow
calamari-ocr,,https://github.com/Calamari-OCR/calamari,2,4.0,tensorflow
camera-person-2d-mapping,Python library for detecting and convertion people from survaillance camer footage to a 2D coordinate.,,2,,tensorflow
canaro,A Python library including support for Deep Learning models built using the Keras framework.,https://github.com/jasmcaus/canaro,2,,tensorflow
cannai,data visualization for machine learning,,2,,tensorflow
canton,TensorFlow Wrapper,https://github.com/ctmakro/canton,2,,tensorflow
cantorProject,A set of tools to numerically solve differential equations using Neural Networks.,https://github.com/VANRao-Stack/cantorProject,2,,tensorflow
canvs-toolbox-canvsUser,A package for custom canvs analytics,https://github.com/dbproductionsLTD/canvs_tools,2,,tensorflow
capreolus,A toolkit for end-to-end neural ad hoc retrieval,https://capreolus.ai,2,,tensorflow
car-speed-detection,Camera-based Car Speed Detection for Autonomous Driving,,2,1.0,tensorflow
cardec,"A deep learning method for joint batch correction, denoting, and clustering of single-cell rna-seq data.",https://github.com/jlakkis/CarDEC,2,,tensorflow
careless,Merging crystallography data without much physics.,https://github.com/Hekstra-Lab/careless,2,,tensorflow
carla-recourse,A library for counterfactual recourse,https://github.com/indyfree/CARLA,2,,tensorflow
carpedm,Character shapes image metadata manager for machine learning.,http://github.com/SimulatedANeal/carpedm,2,,tensorflow
cat-dog-classifier,It classify the cat or dog images,,2,,tensorflow
catalyst,Catalyst. High-level utils for PyTorch DL & RL research.,https://github.com/catalyst-team/catalyst,2,5.0,tensorflow
categorical-embedder,Categorical Embedder is a python package that let's you convert your categorical variables into numeric via Neural Networks,https://github.com/Shivanandroy/CategoricalEmbedder/,2,,tensorflow
causalml,Python Package for Uplift Modeling and Causal Inference with Machine Learning Algorithms,https://github.com/uber/causalml,2,1.0,tensorflow
ccAF,Classify scRNA-seq profiling with highly resolved cell cycle phases.,https://github.com/plaisier-lab/ccAF,2,,tensorflow
cclm,NLP framework for composing together models modularly,https://github.com/jamesmf/cclm,2,,tensorflow
cdacal,CDA Velocity Calibration Module,,2,,tensorflow
cde,Framework for conditional density estimation,https://jonasrothfuss.github.io/Nonparametric_Density_Estimation,2,,tensorflow
cdt-test,This is a cdt test to assist doctor,https://github.com/ZihaoLian/CDT,2,,tensorflow
celeb-detector,Model to recognize celebrities using a face matching algorithm,https://github.com/shobhit9618/celeb_recognition,2,,tensorflow
cell-tracking-bc,Base Classes for Cell Tracking in Microscopy,https://gitlab.inria.fr/edebreuv/cell-tracking-bc,2,,tensorflow
cellfinder,Automated 3D cell detection and registration of whole-brain images,https://cellfinder.info,2,,tensorflow
cellfinder-core,Automated 3D cell detection in large microscopy images,https://brainglobe.info/cellfinder,2,2.0,tensorflow
celltk,live-cell image analysis,,2,,tensorflow
cellunet,,,2,,tensorflow
ceml,Counterfactuals for explaining machine learning models - A Python toolbox,https://github.com/andreArtelt/ceml,2,,tensorflow
cen,Contextual Explanation Networks.,https://github.com/alshedivat/cen,2,,tensorflow
cf-nlp,ClowdFlows natural language processing module,https://github.com/xflows/cf_nlp,2,,tensorflow
cfl,"Causal Feature Learning (CFL) is an unsupervised algorithm designed to construct macro-variables from low-level data, while maintaining the causal relationships between these macro-variables.",https://github.com/eberharf/cfl,2,,tensorflow
cfscores,Calculation of counterfactual point scores,https://github.com/rmazzine/CounterfactualScoringMetrics,2,,tensorflow
cgm-3d-cnn,A 3D Convolutional Neural Network that predicts protein secondary structure.,https://github.com/akulikova64/cgm_3d_cnn,2,,tensorflow
charlotte-db,A lighting fast SDK for a lighting fast DB,https://github.com/Danlobaton/flash-Charlotte-docs,2,,tensorflow
chatbot-creator,Python package for creating chatbots.(including DiscordBot).,https://github.com/My-refer/chatbot-creator,2,,tensorflow
chatbotpackage,chatbotpackage,https://github.com/shinjiniray/chatbotpackage.git,2,,tensorflow
chatspace,Spacing model for Korean chat-style texts,https://github.com/pingpong-ai/chatspace.git,2,3.0,tensorflow
chemml,A Machine Learning and Informatics Program Suite for the Chemical and Materials Sciences,,2,1.0,tensorflow
chess-cheat,Chess-Cheat is a tool to cheat at online chess,https://github.com/GabrieleMaurina/chess-cheat,2,,tensorflow
chi,,https://github.com/rmst/chi,2,,tensorflow
chia,Concept Hierarchies for Incremental and Active Learning,https://github.com/cabrust/chia,2,1.0,tensorflow
chicksexer,Python package for gender classification.,https://github.com/kensk8er/chicksexer,2,,tensorflow
chicksexer-fork,Python package for gender classification.,https://github.com/kensk8er/chicksexer,2,,tensorflow
chitra,"Deep Learning library for Model Building, Interpretability, Visualization, API Building & Deployment.",https://github.com/aniketmaurya/chitra,2,,tensorflow
cimcb,This is a pre-release.,https://github.com/KevinMMendez/cimcb,2,,tensorflow
ciphey,Automated Decryption Tool,,2,,tensorflow
citygan,Procedurally generated cities using generative adversarial networks,https://github.com/ProjectCity-Group/gan-cities,2,,tensorflow
clarinpl-embeddings,,https://github.com/CLARIN-PL/embeddings,2,,tensorflow
classification-text-email,compiled packages,https://github.com/pypa/sampleproject,2,,tensorflow
classifire,It classify the cat or dog images,,2,,tensorflow
climetlab-maelstrom-radiation,A dataset plugin for climetlab for the dataset maelstrom-radiation.,https://git.ecmwf.int/projects/MLFET/repos/maelstrom-radiation,2,,tensorflow
cloud-tpu-profiler,Trace and profile Cloud TPU performance,https://www.tensorflow.org/tfrc/,2,,tensorflow
cloudml-hackathon-tensorboard,TensorBoard lets you watch Tensors Flow,http://tensorflow.org/,2,,tensorflow
clu,Set of libraries for ML training loops in JAX.,http://github.com/google/CommonLoopUtils,2,1.0,tensorflow
cmne,Contextual Minimum Norm Estimates (CMNE),https://github.com/chdinh/cmne,2,,tensorflow
coach-ml,Python client for coach,https://github.com/coach-ml/coach-python,2,1.0,tensorflow
coco-assistant,Helper for dealing with MS-COCO annotations,https://github.com/ashnair1/COCO-Assistant,2,,tensorflow
coffeeshop,A python package that sends your deep learning training loss to your slack channel after every specified epoch.,https://github.com/CleanPegasus/coffeeshop,2,,tensorflow
cognite-open-set-classifier,Open-set classifier,,2,,tensorflow
cognitivecluster,A library to cluster partners based on metacognitive diversity,https://github.com/mjs2600/cognitivecluster,2,,tensorflow
coherence-ua,Transformer-based model to estimate the coherence of Ukrainian-language texts,https://github.com/artemkramov/coherence-ua,2,,tensorflow
color-spray,Library that colorizes gray STEM imagess using deep convolutional neural networks.,https://github.com/fengwang/color_spray,2,,tensorflow
color2vec,Greendeck color to vector package.,,2,,tensorflow
colorizexl,Colorize and recolorize large images,https://github.com/nfreundlich/colorizexl,2,,tensorflow
colornet,colornet in tf2 keras,https://github.com/soumendra/colornet,2,,tensorflow
commented-out-code,A library for commented out code detection,https://github.com/w2qiao,2,,tensorflow
commonMethods-zhaozl,timeTrans code2Name mysqlOperator printWithColor bpNetworkTrain bpNetworkRun comtradeParse processBar trendAnalyzer bounceAnalyzer evennessDetermine... by zhaozl.,,2,,tensorflow
companyClassifier,,,2,,tensorflow
concha,Concha finds the optimal amount of perishable goods to produce.,https://github.com/Ready4theCrush/concha,2,,tensorflow
cond-rnn,Conditional RNN,,2,,tensorflow
confessionscommenter,Autogenerate Comments for Facebook Posts,https://github.com/AkshajK/confessionscommenter,2,,tensorflow
contentai-activity-classifier,ContentAI Activity Classification Service,https://gitlab.research.att.com/turnercode/activity-classifier-extractor,2,,tensorflow
conversational-sentence-encoder,Dual sentence encoder package,https://github.com/davidalami/ConveRT,2,,tensorflow
convert-labse-tf-pt,Convert LaBSE model from TensorFlow to PyTorch.,https://github.com/setu4993/convert-labse-tf-pt,2,,tensorflow
convo-NLU2,Convo: the AI powered chatbot API 2.0,https://convo.com,2,,tensorflow
convo-engine,Convo: the AI powered chatbot API 2.0,,2,,tensorflow
convo-latest,Convo: the AI powered chatbot API 2.0,,2,,tensorflow
convo-n2,Convo: the AI powered chatbot API 2.0,https://convo.com,2,,tensorflow
convo-new-version-abdo,Convo: the AI powered chatbot API 2.0,,2,,tensorflow
convo-nl2,Convo: the AI powered chatbot API 2.0,https://convo.com,2,,tensorflow
convo-nlu,Convo: the AI powered chatbot API 2.0,,2,,tensorflow
convo-nlu-v2,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://convo.com,2,,tensorflow
convo-nlu2,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://convo.com,2,,tensorflow
convo-tt,Convo: the AI powered chatbot API 2.0,,2,,tensorflow
convo5,Convo: the AI powered chatbot API,,2,,tensorflow
convo6,Convo: the AI powered chatbot API,,2,,tensorflow
convo7,Convo: the AI powered chatbot API,,2,,tensorflow
convoxxx,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://www.oodlestechnologies.com/,2,,tensorflow
cookiepy,Python Boilerplate for Python package.,https://github.com/SpiralOutDoEu/cookiepy,2,,tensorflow
coolstuff,ML-analysis,,2,,tensorflow
cooptools,Generic Tooling,https://github.com/tylertjburns/cooptools,2,5.0,tensorflow
coqui-stt-training,Training code for Coqui STT,https://github.com/coqui-ai/STT,2,,tensorflow
coral-ordinal,"Tensorflow Keras implementation of CORAL ordinal regression output layer, loss, activation, and metrics",https://github.com/ck37/coral-ordinal,2,,tensorflow
coreferee,"Coreference resolution for English, German and Polish, optimised for limited training data and easily extensible for further languages",https://github.com/msg-systems/coreferee,2,1.0,tensorflow
cornac,A collection of recommendation algorithms and comparisons,https://cornac.preferred.ai/,2,14.0,tensorflow
counterfactual,This project is a framework for counterfactual analysis,https://gitlab.tools.eu.pvh.cloud/abi/data-science/performance-marketing/tyche-activation-testing-framework/tree/master,2,,tensorflow
covid-19-control-face-mask-detection-model,Covid-19 control face mask detection model,https://github.com/GraceWangui/covid-19-control-face-mask-detection-model,2,,tensorflow
covid-env-biggreen-xprize,,,2,,tensorflow
covid-vision,This project aims to develop Computer Vision algorithms to help the detection of COVID-19 virus on images.,https://github.com/MRB-Computer-Vision/covid_vision,2,,tensorflow
covid-x-ray-detector,StackCovNet: a deep learning model for automatic detection of COVID-19 from Chest X-Ray images,https://gitlab.com/digiratory/biomedimaging/covid-x-ray,2,,tensorflow
covid19-detection,Detection of COVID-19 from Chest X-Ray Images,https://github.com/franco-ruggeri/dd2424-covid19-detection,2,,tensorflow
covidify,Stay up to date with corona virus data - Download and generate reports,https://github.com/AaronWard/covid-19-analysis,2,,tensorflow
craynn,Yet another neural network toolkit.,https://github.com/craynn/craynn,2,,tensorflow
credentialdigger,Credential Digger,https://github.com/SAP/credential-digger,2,,tensorflow
cressp,a program to find cross-reactive epitopes with structural information from known protein structures.,https://github.com/ahs2202/cressp,2,,tensorflow
cressp2,a program to find cross-reactive epitopes with structural information from known protein structures.,https://github.com/ahs2202/cressp2,2,,tensorflow
critical-path,Tools for adapting universal language models to specifc tasks,https://github.com/ltskinner/critical-path-nlp,2,,tensorflow
cropclassification,Package to classify crops based on sentinel images.,https://github.com/theroggy/cropclassification,2,,tensorflow
cross-framework-hpo,Hyperparameter Search tools in order to quantify differences between deep learning frameworks,https://github.com/maxzvyagin/cross_framework_hpo,2,1.0,tensorflow
crossedwires,CrossedWires: An Inter-framework ModelDivergence Dataset Generated using HyperparameterOptimization,https://github.com/maxzvyagin/crossedwires,2,,tensorflow
crystal4D,Deep learning useful information from diffraction images,,2,,tensorflow
crystalml,Integrated tool to measure the nucleation rate of protein crystals.,https://github.com/hlgirard/CrystalML,2,,tensorflow
csrank,Context-sensitive ranking,https://github.com/kiudee/cs-ranking,2,,tensorflow
ctc-chroma,CTC-based chroma feature exractors,https://github.com/fzalkow/ctc_chroma,2,,tensorflow
ctextinct,Educational Cyber Security Chatbot - Working to Making Cyber Threats Extinct,https://github.com/aapatrick/CT_Extinct/tree/master,2,,tensorflow
ctodd-python-lib-data-science,Python utilities used for practicing data science and engineering,https://github.com/ChristopherHaydenTodd/ctodd-python-lib-data-science,2,,tensorflow
curvlearn,Tensorflow based non-Euclidean deep learning framework,,2,,tensorflow
customyolov4,YOLOv4: Optimal Speed and Accuracy,,2,,tensorflow
cut-sent-thai,tokenize sentence in Thai,,2,1.0,tensorflow
cutcut,General tokenizer,https://github.com/ljv006/cutcut,2,,tensorflow
cvae,CompressionVAE: General purpose dimensionality reduction and manifold learning tool based on Variational Autoencoder.,https://github.com/maxfrenzel/CompressionVAE,2,,tensorflow
cvdata,Tools for creating and manipulating computer vision datasets,https://github.com/monocongo/cvdata,2,,tensorflow
cvlab-dl,"An unified laboratory/framework for Computer Vision research, development and deployment.",https://github.com/AlanDecode/cvlab,2,,tensorflow
cvlab-keras,# Machine learning toolkit for CV-Lab,https://github.com/cvlab-keras/cvlab_keras,2,,tensorflow
cvtron,Out-of-the-Box Computer Vision Library,https://github.com/cv-group,2,,tensorflow
cxr-models,Image classification models. Keras for Chest X-Ray,https://github.com/awsaf49/cxr_models,2,,tensorflow
cycle-prediction,A package to train and predict the end of a process from        history logs,https://github.com/fazaki/cycle_prediction/tree/master,2,,tensorflow
cytopy,Data centric algorithm agnostic cytometry analysis framework,,2,,tensorflow
cytoself,An image feature extractor with self-supervised learning,https://github.com/royerlab/cytoself,2,,tensorflow
czmodel,A conversion tool for TensorFlow or ONNX ANNs to CZANN,,2,,tensorflow
da-rnn,A tensorflow 2.0 implementation of the Dual-Stage Attention-Based Recurrent Neural Network for Time Series Prediction,https://github.com/kaelzhang/tensorflow-2.0-DA-RNN,2,,tensorflow
dafd,Python package for the library for DAFD.,,2,1.0,tensorflow
daltons-tensorflow,Daltons Tensorflow bindings,,2,,tensorflow
dankag,utilities for kaggle competitions,,2,,tensorflow
darkon,Performance hacking for your deep learning models,https://github.com/darkonhub/darkon,2,,tensorflow
dart-fss-classifier,Plugin for dart-fss,https://github.com/josw123/dart-fss-classifier,2,,tensorflow
das2,A Distributed Data Parallelism Library for Tensorflow Keras,https://github.com/OrenLeung/das2,2,,tensorflow
dask-tensorflow,Interactions between Dask and Tensorflow,,2,,tensorflow
data-class-detection,A library for data class detection,https://github.com/w2qiao,2,,tensorflow
dataphile,Data Science Tool,https://readthedocs.com/dataphile,2,,tensorflow
datascience-toolkits,A package containing some handy and useful modules for practical data science.,https://github.com/leemengtaiwan/datascience_toolkits,2,,tensorflow
dataset-pipe,Utils for encoding and data set reading,https://github.com/atompie/tensorflow-dataset-pipe,2,,tensorflow
datasetinsights,Synthetic dataset insights.,https://datasetinsights.readthedocs.io/en/latest/Evaluation_Tutorial.html,2,1.0,tensorflow
datatransformer,A package for data transformation,https://github.com/nextfortune/datatransformer.git,2,,tensorflow
datature-hub,Loader for models trained on the Datature platform,https://github.com/datature/hub,2,,tensorflow
datupapi,Utility library to support Datup AI/MLOps processes,,2,,tensorflow
dbnd-tensorflow,Machine Learning Orchestration,https://github.com/databand-ai/dbnd,2,,tensorflow
dcgan-implementation,Simple DCGAN implementation for experimenting,,2,,tensorflow
ddop,Package for data-driven operations management,,2,,tensorflow
ddpg,Tensorflow implimentation of the DDPG algorithm,https://github.com/maxkferg/DDPG,2,,tensorflow
ddpg-agent,Reinforcement Learning model using Deep Deterministic Policy Gradients (DDPG),https://github.com/samhiatt/ddpg_agent,2,,tensorflow
ddsp,Differentiable Digital Signal Processing,http://github.com/magenta/ddsp,2,,tensorflow
deatf,Distributed Evolutionary Algorithms in TensorFlow (DEATF) is a framework where networks generated with TensorFlow are evolved via DEAP.,https://github.com/IvanHCenalmor/deatf,2,,tensorflow
decaptcha,A GUI automation Python module for solving Google reCAPTCHA v2,https://github.com/balanceofprobability/decaptcha,2,,tensorflow
decathlonian,A package to easily train powerful image classification models using colab's free TPUs.,https://github.com/dktunited/img-classification,2,,tensorflow
decavision,A package to easily train powerful image classification models using colab's free TPUs.,https://github.com/Decathlon/decavision.git,2,,tensorflow
decile-spear,SPEAR is a library for data programming with semi-supervision that provides facility to programmatically label and build training data,https://github.com/decile-team/spear,2,,tensorflow
decimer,DECIMER 1.0: Deep Learning for Chemical Image Recognition using Transformers python package,https://github.com/Kohulan/DECIMER-Image_Transformer/pystow,2,,tensorflow
deel-lip,TensorFlow 2 implementation for k-Lipschitz layers,https://github.com/deel-ai/deel-lip,2,,tensorflow
deep-autoviml,Automatically Build Deep Learning Models and Pipelines fast!,https://github.com/AutoViML/deep_autoviml,2,,tensorflow
deep-kolibri,Deep Learning and more NLP toolkit,,2,,tensorflow
deep-ner,Deep-NER: named entity recognizer based on ELMo or BERT as embeddings and CRF as final classifier,https://github.com/bond005/deep_ner,2,,tensorflow
deep3d,deep learning for 3d,https://github.com/deep3dkr/deep3d,2,,tensorflow
deepNeuroSeg,Deep-learning Tool for White Matter (WM) lesions and Claustrum structure segmentation in brain magnetic resonance imaging (MRI).,https://github.com/RitaOlenchuk/deepNeuroSeg,2,,tensorflow
deepac,Predicting pathogenic potentials of novel DNA with reverse-complement neural networks.,https://gitlab.com/rki_bioinformatics/DeePaC,2,3.0,tensorflow
deepaccess,A package for training and interpreting an ensemble of neural networks for chromatin accessibility,https://github.com/gifford-lab/deepaccess-package,2,,tensorflow
deepaclive,Detecting novel pathogens from NGS reads in real-time during a sequencing run.,https://gitlab.com/dacs-hpi/deepac-live,2,,tensorflow
deepacstrain,Predicting pathogenic potentials of novel strains of known bacterial species.,https://gitlab.com/rki_bioinformatics/DeePaC,2,,tensorflow
deepacvir,Detecting novel human viruses from DNA reads with reverse-complement neural networks.,https://gitlab.com/rki_bioinformatics/DeePaC,2,,tensorflow
deepaugment,Discover augmentation strategies tailored for your data,https://github.com/barisozmen/deepaugment,2,,tensorflow
deepbayes,Package for doing approximate Bayesian inference on deep neural networks [based in TF 2.0+],https://github.com/deepbayes/deepbayes,2,,tensorflow
deepbgc,DeepBGC - Biosynthetic Gene Cluster detection and classification,https://github.com/Merck/DeepBGC,2,,tensorflow
deepbiome,Deep Learning package using the phylogenetic tree information for microbiome data analysis.,https://github.com/Young-won/deepbiome,2,,tensorflow
deepbrain,Deep Learning-based tools for processing brain images,http://github.com/iitzco/deepbrain,2,1.0,tensorflow
deepchain-apps,Define a personnal app to deploy on DeepChain.bio,,2,,tensorflow
deepcheck,Build and release task for determining neural network susceptibility to adversarial machine learning,,2,,tensorflow
deepcoil,Fast and accurate prediction of coiled coil domains in protein sequences,https://github.com/labstructbioinf/deepcoil,2,,tensorflow
deepcola,COLA - Competitive layers for deep learning.,https://github.com/pietrobarbiero/cola,2,,tensorflow
deepcomp,DeepCoMP: Self-Learning Dynamic Multi-Cell Selection for Coordinated Multipoint (CoMP),https://github.com/CN-UPB/DeepCoMP,2,,tensorflow
deepcon,Protein Contact Prediction using Dilated Convolutional Neural Networks with Dropout,https://github.com/ba-lab/deepcon-package,2,,tensorflow
deepconpkg,Protein Contact Prediction using Dilated Convolutional Neural Networks with Dropout,https://github.com/Chaserich1/deepconpkg,2,,tensorflow
deepconsensus,DeepConsensus,https://github.com/google/deepconsensus,2,,tensorflow
deepctr,"Easy-to-use,Modular and Extendible package of deep learning based CTR(Click Through Rate) prediction models with tensorflow.",https://github.com/shenweichen/deepctr,2,5.0,tensorflow
deepctr-torch,"Easy-to-use,Modular and Extendible package of deep learning based CTR(Click Through Rate) prediction models with PyTorch",https://github.com/shenweichen/deepctr-torch,2,,tensorflow
deepcut,A Thai word tokenization library using Deep Neural Network,https://github.com/rkcosmos/deepcut,2,3.0,tensorflow
deepdefacer,Automatic Removal of Facial Features from MRI Images,https://github.com/AKhazane/DeepDeface,2,,tensorflow
deepdialog,NLP tool,https://github.com/deepdialog/deepdialog,2,,tensorflow
deeperwin,A tensorflow based framework to calculate solutions to the Schrödinger equation,,2,,tensorflow
deepevent,Deep Learning to identify gait events,,2,,tensorflow
